AID,CID,InChIKey,SMILES,GeneID,Symbol,UniProtKB
1159518,95717,AIGDHFJPKNZUOR-UHFFFAOYSA-N,C1CC2=C(C=C3C=CC4=C5C3=C2C=CC5=CC=C4)C(=O)C1,4790,NFKB1,P19838
1224841,7586,WPYCRFCQABTEKC-UHFFFAOYSA-N,C1C(O1)COC2=CC(=CC=C2)OCC3CO3,2101,ESRRA,P11474
1259369,3714831,VLDHWMAJBNWALQ-UHFFFAOYSA-M,C1=CC=C2C(=C1)N=C(S2)[S-].[Na+],2737,GLI3,P10071
743077,3224,RDYMFSUJUZBWLH-UHFFFAOYSA-N,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,2099,ESR1,P03372
462271,289,YCIMNLLNPGFGHC-UHFFFAOYSA-N,C1=CC=C(C(=C1)O)O,760,CA2,P00918
1671197,11509,PFCHFHIRKBAQGU-UHFFFAOYSA-N,CCCC(=O)CC,1557,CYP2C19,P33261
1224849,7020,JNELGWHKGNBSMD-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3O2,2101,ESRRA,P11474
1460,15910,CRQQGFGUEAVUIL-UHFFFAOYSA-N,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,4137,MAPT,P10636
318680,182210,ROGUIJKVZZROIQ-UHFFFAOYSA-N,COC1=C(C=CC(=C1)CC2COCC2CC3=CC(=C(C=C3)O)OC)O,6462,SHBG,P04278
1224843,8413,NUIURNJTPRWVAP-UHFFFAOYSA-N,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,7253,TSHR,P16473
1159531,7276,AWMVMTVKBNGEAK-UHFFFAOYSA-N,C1C(O1)C2=CC=CC=C2,6256,RXRA,P19793
1259247,7017,LLEMOWNGBBNAJR-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=CC=C2O,367,AR,P10275
625253,8447,AFZSMODLJJCVPP-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3,1813,DRD2,P14416
1114582,985,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O,5467,PPARD,Q03181
1159516,6001,ARSRBNBHOADGJU-UHFFFAOYSA-N,CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C,22926,ATF6,P18850
1224848,5993,BIWJNBZANLAXMG-UHFFFAOYSA-N,C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,2101,ESRRA,P11474
1671201,8343,BJQHLKABXJIVAM-UHFFFAOYSA-N,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,1576,CYP3A4,P08684
651758,6478,VUNCWTMEJYMOOR-UHFFFAOYSA-N,C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl,3576,CXCL8,P10145
1030,180933,UORKIKBNUWJNJF-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C(=O)C=CC4=O,216,ALDH1A1,P00352
1671197,9154,GVEPBJHOBDJJJI-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,1557,CYP2C19,P33261
32248,2879,IWDCLRJOBJJRNH-UHFFFAOYSA-N,CC1=CC=C(C=C1)O,43,ACHE,P22303
1671199,7302,YEJRWHAVMIAJKC-UHFFFAOYSA-N,C1CC(=O)OC1,1544,CYP1A2,P05177
1346795,5993,BIWJNBZANLAXMG-UHFFFAOYSA-N,C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,5241,PGR,P06401
743219,867,OFOBLEOULBTSOW-UHFFFAOYSA-N,C(C(=O)O)C(=O)O,4780,NFE2L2,Q16236
1346982,8071,XTHFKEDIFFGKHM-UHFFFAOYSA-N,COCCOC,8856,NR1I2,O75469
1259247,991,LCCNCVORNKJIRZ-UHFFFAOYSA-N,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],367,AR,P10275
1671199,4650,AZQWKYJCGOJGHM-UHFFFAOYSA-N,C1=CC(=O)C=CC1=O,1544,CYP1A2,P05177
995,180933,UORKIKBNUWJNJF-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C(=O)C=CC4=O,5594,MAPK1,P28482
1671197,11769,CUARLQDWYSRQDF-UHFFFAOYSA-N,C1CC2=CC=C(C3=CC=CC1=C23)[N+](=O)[O-],1557,CYP2C19,P33261
1224843,31276,MLFHJEHSLIIPHL-UHFFFAOYSA-N,CC(C)CCOC(=O)C,7253,TSHR,P16473
651741,21210,RWNUSVWFHDHRCJ-UHFFFAOYSA-N,CCCCOCC(C)O,4780,NFE2L2,Q16236
1346982,24773,BLXVTZPGEOGTGG-UHFFFAOYSA-N,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,8856,NR1I2,O75469
444771,323,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC(=O)O2,759,CA1,P00915
1259378,47326,XQUXKZZNEFRCAW-UHFFFAOYSA-N,CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,2100,ESR2,Q92731
1671197,7351,RXGUIWHIADMCFC-UHFFFAOYSA-N,CC(C)COC(=O)C(C)C,1557,CYP2C19,P33261
387213,938,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)O,338442,HCAR2,Q8TDS4
1235910,5971,ZOJBYZNEUISWFT-UHFFFAOYSA-N,C=CCN=C=S,8989,TRPA1,O75762
1671196,4115,IAKOZHOLGAGEJT-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,1565,CYP2D6,P10635
1159519,2336,FMMWHPNWAFZXNH-UHFFFAOYSA-N,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,22926,ATF6,P18850
1259394,9128,TXVHTIQJNYSSKO-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,2100,ESR2,Q92731
1671198,7910,WVYWICLMDOOCFB-UHFFFAOYSA-N,CC(C)CC(C)O,1559,CYP2C9,P11712
1259364,7018,RJGDLRCDCYRQOQ-UHFFFAOYSA-N,C1C2=CC=CC=C2C(=O)C3=CC=CC=C31,9734,HDAC9,Q9UKV0
743219,9128,TXVHTIQJNYSSKO-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,4780,NFE2L2,Q16236
1671199,10241,YLQWCDOCJODRMT-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,1544,CYP1A2,P05177
1257050,338,YGSDEFSMJLZEOE-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)O)O,759,CA1,P00915
493456,5281426,ORHBXUUXSCNDEV-UHFFFAOYSA-N,C1=CC(=CC2=C1C=CC(=O)O2)O,768,CA9,Q16790
1159555,39800,BEGLCMHJXHIJLR-UHFFFAOYSA-N,CN1C(=O)C=CS1,5914,RARA,P10276
743042,4115,IAKOZHOLGAGEJT-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,367,AR,P10275
1703767,8447,AFZSMODLJJCVPP-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3,2203,FBP1,P09467
743122,7000,VMPITZXILSNTON-UHFFFAOYSA-N,COC1=CC=CC=C1N,196,AHR,P35869
1452,7108,WJFKNYWRSNBZNX-UHFFFAOYSA-N,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,239,ALOX12,P18054
743085,6914,LINPIYWFGCPVIE-UHFFFAOYSA-N,C1=C(C=C(C(=C1Cl)O)Cl)Cl,196,AHR,P35869
743053,6389,CYRMSUTZVYGINF-UHFFFAOYSA-N,C(F)(Cl)(Cl)Cl,367,AR,P10275
743219,11443,DVKJHBMWWAPEIU-UHFFFAOYSA-N,CC1=C(C=C(C=C1)N=C=O)N=C=O,4780,NFE2L2,Q16236
1259369,7418,GPSDUZXPYCFOSQ-UHFFFAOYSA-N,CC1=CC(=CC=C1)C(=O)O,2737,GLI3,P10071
588834,7095,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=CC=C2,3757,KCNH2,Q12809
1259401,15625,HGUFODBRKLSHSI-UHFFFAOYSA-N,C1=C2C(=CC(=C1Cl)Cl)OC3=CC(=C(C=C3O2)Cl)Cl,2101,ESRRA,P11474
1671199,2758,WEEGYLXZBRQIMU-UHFFFAOYSA-N,CC1(C2CCC(O1)(CC2)C)C,1544,CYP1A2,P05177
1671198,1493,UFBJCMHMOXMLKC-UHFFFAOYSA-N,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,1559,CYP2C9,P11712
500218,1254,NOOLISFMXDJSKH-UHFFFAOYSA-N,CC1CCC(C(C1)O)C(C)C,79054,TRPM8,Q7Z2W7
1671198,8530,FRASJONUBLZVQX-UHFFFAOYSA-N,C1=CC=C2C(=O)C=CC(=O)C2=C1,1559,CYP2C9,P11712
1618606,1018,SIOXPEMLGUPBBT-UHFFFAOYSA-N,C1=CC=NC(=C1)C(=O)O,93100,NAPRT,Q6XQN6
743075,1674,PPQNQXQZIWHJRB-UHFFFAOYSA-N,CC1=C2CCC3=C2C(=CC4=C3C=CC5=CC=CC=C54)C=C1,2099,ESR1,P03372
1259378,10522,RAPBNVDSDCTNRC-UHFFFAOYSA-N,CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,2100,ESR2,Q92731
686978,29393,UNAHYJYOSSSJHH-UHFFFAOYSA-N,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],55775,TDP1,Q9NUW8
743035,5993,BIWJNBZANLAXMG-UHFFFAOYSA-N,C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,367,AR,P10275
743122,289,YCIMNLLNPGFGHC-UHFFFAOYSA-N,C1=CC=C(C(=C1)O)O,196,AHR,P35869
977604,10569,RSWGJHLUYNHPMX-ONCXSQPRSA-N,CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)O)C,28234,SLCO1B3,Q9NPD5
1671197,8071,XTHFKEDIFFGKHM-UHFFFAOYSA-N,COCCOC,1557,CYP2C19,P33261
743079,8419,WJUFSDZVCOTFON-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C=O)OC,2099,ESR1,P03372
1671198,7361,XPFVYQJUAUNWIW-UHFFFAOYSA-N,C1=COC(=C1)CO,1559,CYP2C9,P11712
1671199,9147,RKZDZWJDQTZDLD-UHFFFAOYSA-N,C1C2=CC=CC3=C2C4=C(C=CC=C41)C=C3,1544,CYP1A2,P05177
1452980,31423,BBEAQIROQSPTKN-UHFFFAOYSA-N,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,1545,CYP1B1,Q16678
720659,3039,OEBRKCOSUFCWJD-UHFFFAOYSA-N,COP(=O)(OC)OC=C(Cl)Cl,8856,NR1I2,O75469
651758,3224,RDYMFSUJUZBWLH-UHFFFAOYSA-N,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,3576,CXCL8,P10145
1671197,980,BTJIUGUIPKRLHP-UHFFFAOYSA-N,C1=CC(=CC=C1[N+](=O)[O-])O,1557,CYP2C19,P33261
743079,2347,IRIAEXORFWYRCZ-UHFFFAOYSA-N,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,2099,ESR1,P03372
651741,16932,KBSPJIWZDWBDGM-UHFFFAOYSA-N,CC1=C2C=CC3=CC=CC4=C3C2=C(C=C1)C=C4,4780,NFE2L2,Q16236
651749,9158,HAXBIWFMXWRORI-UHFFFAOYSA-N,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,4790,NFKB1,P19838
1671196,31291,UHUFTBALEZWWIH-UHFFFAOYSA-N,CCCCCCCCCCCCCC=O,1565,CYP2D6,P10635
1671197,8471,ZMANZCXQSJIPKH-UHFFFAOYSA-N,CCN(CC)CC,1557,CYP2C19,P33261
720692,14050,LJKDOMVGKKPJBH-UHFFFAOYSA-N,CCCCC(CC)COP(=O)(O)O,2908,NR3C1,P04150
1671197,2723650,PDQAZBWRQCGBEV-UHFFFAOYSA-N,C1CNC(=S)N1,1557,CYP2C19,P33261
895,785,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,C1=CC(=CC=C1O)O,4790,NFKB1,P19838
743054,15910,CRQQGFGUEAVUIL-UHFFFAOYSA-N,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,367,AR,P10275
743077,15910,CRQQGFGUEAVUIL-UHFFFAOYSA-N,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,2099,ESR1,P03372
1671196,243,WPYMKLBDIGXBTP-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)O,1565,CYP2D6,P10635
743219,39327,OQMBBFQZGJFLBU-UHFFFAOYSA-N,CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],4780,NFE2L2,Q16236
1330727,68245,FFNDMZIBVDSQFI-UHFFFAOYSA-N,C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-],3791,KDR,P35968
743078,8247,UICBCXONCUFSOI-UHFFFAOYSA-N,CC(=O)NNC1=CC=CC=C1,2099,ESR1,P03372
1224848,8247,UICBCXONCUFSOI-UHFFFAOYSA-N,CC(=O)NNC1=CC=CC=C1,2101,ESRRA,P11474
1601772,1474,ROFVEXUMMXZLPA-UHFFFAOYSA-N,C1=CC=NC(=C1)C2=CC=CC=N2,83475,DOHH,Q9BU89
743219,2723650,PDQAZBWRQCGBEV-UHFFFAOYSA-N,C1CNC(=S)N1,4780,NFE2L2,Q16236
1110684,727,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,2559,GABRA6,Q16445
651741,9128,TXVHTIQJNYSSKO-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,4780,NFE2L2,Q16236
1259243,11818,ULALSFRIGPMWRS-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=C(C=C2[N+](=O)[O-])[N+](=O)[O-],367,AR,P10275
743227,13849,WQEPLUUGTLDZJY-UHFFFAOYSA-N,CCCCCCCCCCCCCCC(=O)O,5467,PPARD,Q03181
1671199,6129,CVXBEEMKQHEXEN-UHFFFAOYSA-N,CNC(=O)OC1=CC=CC2=CC=CC=C21,1544,CYP1A2,P05177
743122,7577,YBRVSVVVWCFQMG-UHFFFAOYSA-N,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N,196,AHR,P35869
444780,323,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC(=O)O2,771,CA12,O43570
1347036,7529,JZHGRUMIRATHIU-UHFFFAOYSA-N,CC1=CC(=CC=C1)C=C,5241,PGR,P06401
1159531,996,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,C1=CC=C(C=C1)O,6256,RXRA,P19793
1671197,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,1557,CYP2C19,P33261
1259392,12530,SZHOJFHSIKHZHA-UHFFFAOYSA-N,CCCCCCCCCCCCC(=O)O,2737,GLI3,P10071
1346982,17520,DMSMPAJRVJJAGA-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)NS2,8856,NR1I2,O75469
588834,5455,KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C,3757,KCNH2,Q12809
1671201,3017,FHIVAFMUCKRCQO-UHFFFAOYSA-N,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,1576,CYP3A4,P08684
1671197,6348,QGJOPFRUJISHPQ-UHFFFAOYSA-N,C(=S)=S,1557,CYP2C19,P33261
1671201,332,YOMSJEATGXXYPX-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C=C)O,1576,CYP3A4,P08684
1420754,6228,ZMXDDKWLCZADIW-UHFFFAOYSA-N,CN(C)C=O,4780,NFE2L2,Q16236
894,8447,AFZSMODLJJCVPP-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3,3248,HPGD,P15428
1259247,39800,BEGLCMHJXHIJLR-UHFFFAOYSA-N,CN1C(=O)C=CS1,367,AR,P10275
1259243,31423,BBEAQIROQSPTKN-UHFFFAOYSA-N,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,367,AR,P10275
1671199,8607,HKIOYBQGHSTUDB-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,1544,CYP1A2,P05177
1259403,8247,UICBCXONCUFSOI-UHFFFAOYSA-N,CC(=O)NNC1=CC=CC=C1,2101,ESRRA,P11474
651741,300,FOCAUTSVDIKZOP-UHFFFAOYSA-N,C(C(=O)O)Cl,4780,NFE2L2,Q16236
729574,996,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,C1=CC=C(C=C1)O,768,CA9,Q16790
651757,9128,TXVHTIQJNYSSKO-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,7124,TNF,P01375
1274832,323,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC(=O)O2,760,CA2,P00918
1224841,5284469,OEJNXTAZZBRGDN-UHFFFAOYSA-N,C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,2101,ESRRA,P11474
1346982,3714831,VLDHWMAJBNWALQ-UHFFFAOYSA-M,C1=CC=C2C(=C1)N=C(S2)[S-].[Na+],8856,NR1I2,O75469
1671197,10698,BPRYUXCVCCNUFE-UHFFFAOYSA-N,CC1=CC(=C(C(=C1)C)O)C,1557,CYP2C19,P33261
1259247,6829,YOJKKXRJMXIKSR-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=CC=C2[N+](=O)[O-],367,AR,P10275
743079,5281,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,2099,ESR1,P03372
1671199,12813,IFYYFLINQYPWGJ-UHFFFAOYSA-N,CCCCCCC1CCC(=O)O1,1544,CYP1A2,P05177
1346795,8606,LDVVMCZRFWMZSG-UHFFFAOYSA-N,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,5241,PGR,P06401
720659,5993,BIWJNBZANLAXMG-UHFFFAOYSA-N,C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,8856,NR1I2,O75469
1671199,7543,IBOFVQJTBBUKMU-UHFFFAOYSA-N,C1=CC(=C(C=C1CC2=CC(=C(C=C2)N)Cl)Cl)N,1544,CYP1A2,P05177
743079,323,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC(=O)O2,2099,ESR1,P03372
1224849,379,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,2101,ESRRA,P11474
1259392,727,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,2737,GLI3,P10071
649891,323,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC(=O)O2,759,CA1,P00915
1346982,8247,UICBCXONCUFSOI-UHFFFAOYSA-N,CC(=O)NNC1=CC=CC=C1,8856,NR1I2,O75469
444774,323,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC(=O)O2,762,CA4,P22748
539679,323,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC(=O)O2,759,CA1,P00915
504847,8606,LDVVMCZRFWMZSG-UHFFFAOYSA-N,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,7421,VDR,P11473
1671198,29393,UNAHYJYOSSSJHH-UHFFFAOYSA-N,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],1559,CYP2C9,P11712
483095,938,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)O,338442,HCAR2,Q8TDS4
720691,9153,FTOVXSOBNPWTSH-UHFFFAOYSA-N,C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,2908,NR3C1,P04150
1671196,10757,IMACFCSSMIZSPP-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)CCl,1565,CYP2D6,P10635
1671199,335,QWVGKYWNOKOFNN-UHFFFAOYSA-N,CC1=CC=CC=C1O,1544,CYP1A2,P05177
743035,3224,RDYMFSUJUZBWLH-UHFFFAOYSA-N,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,367,AR,P10275
1671198,8063,HGBOYTHUEUWSSQ-UHFFFAOYSA-N,CCCCC=O,1559,CYP2C9,P11712
1671197,9128,TXVHTIQJNYSSKO-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,1557,CYP2C19,P33261
1671197,936,DFPAKSUCGFBDDF-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)N,1557,CYP2C19,P33261
651631,7070,HUWXDEQWWKGHRV-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,7157,TP53,P04637
504333,7108,WJFKNYWRSNBZNX-UHFFFAOYSA-N,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,29994,BAZ2B,Q9UIF8
588514,2537,DSSYKIVIOFKYAU-UHFFFAOYSA-N,CC1(C2CCC1(C(=O)C2)C)C,2099,ESR1,P03372
1224846,9128,TXVHTIQJNYSSKO-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,3091,HIF1A,Q16665
1259243,5284469,OEJNXTAZZBRGDN-UHFFFAOYSA-N,C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,367,AR,P10275
1671198,7018,RJGDLRCDCYRQOQ-UHFFFAOYSA-N,C1C2=CC=CC=C2C(=O)C3=CC=CC=C31,1559,CYP2C9,P11712
651777,8530,FRASJONUBLZVQX-UHFFFAOYSA-N,C1=CC=C2C(=O)C=CC(=O)C2=C1,196,AHR,P35869
743040,16821,WGPCZPLRVAWXPW-UHFFFAOYSA-N,CCCCCCCCC1CCC(=O)O1,367,AR,P10275
1671198,7102,DMVOXQPQNTYEKQ-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=C(C=C2)N,1559,CYP2C9,P11712
743035,10522,RAPBNVDSDCTNRC-UHFFFAOYSA-N,CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,367,AR,P10275
651631,9128,TXVHTIQJNYSSKO-UHFFFAOYSA-N,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,7157,TP53,P04637
1259392,11818,ULALSFRIGPMWRS-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=C(C=C2[N+](=O)[O-])[N+](=O)[O-],2737,GLI3,P10071
720691,9117,GYFAGKUZYNFMBN-UHFFFAOYSA-N,C1=CC2=C3C(=C1)C4=CC=CC5=C4C6=C(C=C5)C=CC(=C36)C=C2,2908,NR3C1,P04150
1159552,8607,HKIOYBQGHSTUDB-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,5914,RARA,P10276
743217,29393,UNAHYJYOSSSJHH-UHFFFAOYSA-N,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],9971,NR1H4,Q96RI1
1259377,289,YCIMNLLNPGFGHC-UHFFFAOYSA-N,C1=CC=C(C(=C1)O)O,2100,ESR2,Q92731
743210,6478,VUNCWTMEJYMOOR-UHFFFAOYSA-N,C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl,3315,HSPB1,P04792
1671199,5889,LHRCREOYAASXPZ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32,1544,CYP1A2,P05177
1671197,31357,STCOOQWBFONSKY-UHFFFAOYSA-N,CCCCOP(=O)(OCCCC)OCCCC,1557,CYP2C19,P33261
884,15910,CRQQGFGUEAVUIL-UHFFFAOYSA-N,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,1576,CYP3A4,P08684
1259385,7070,HUWXDEQWWKGHRV-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,7253,TSHR,P16473
458180,2336,FMMWHPNWAFZXNH-UHFFFAOYSA-N,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,196,AHR,P35869
625207,5897,CZIHNRWJTSTCEX-UHFFFAOYSA-N,CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2,6530,SLC6A2,P23975
743227,727,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,5467,PPARD,Q03181
588532,9158,HAXBIWFMXWRORI-UHFFFAOYSA-N,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,2908,NR3C1,P04150
2073,17520,DMSMPAJRVJJAGA-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)NS2,774,CACNA1B,Q00975
1645841,3017,FHIVAFMUCKRCQO-UHFFFAOYSA-N,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,1576,CYP3A4,P08684
1671201,7570,UPMLOUAZCHDJJD-UHFFFAOYSA-N,C1=CC(=CC=C1CC2=CC=C(C=C2)N=C=O)N=C=O,1576,CYP3A4,P08684
1671201,12025,HNJBEVLQSNELDL-UHFFFAOYSA-N,C1CC(=O)NC1,1576,CYP3A4,P08684
1224841,7903,JSZOAYXJRCEYSX-UHFFFAOYSA-N,CCC[N+](=O)[O-],2101,ESRRA,P11474
1671198,11487,DMBHHRLKUKUOEG-UHFFFAOYSA-N,C1=CC=C(C=C1)NC2=CC=CC=C2,1559,CYP2C9,P11712
1274831,323,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC(=O)O2,759,CA1,P00915
681331,743,JFCQEDHGNNZCLN-UHFFFAOYSA-N,C(CC(=O)O)CC(=O)O,9356,SLC22A6,Q4U2R8
1346982,13192,RRAMGCGOFNQTLD-UHFFFAOYSA-N,C(CCCN=C=O)CCN=C=O,8856,NR1I2,O75469
