UniProtKB,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
O00167,11.310850927541145,-0.8373295117963074,0.6041475865729221,-4.258886252304518,3.232587229924961,3.531070182433924,-1.5293554651890942,3.7875123532392823,3.292604680297669,-3.2470204601430828,-2.0625348568355877,6.737174661816911,2.243295012206108,2.0971889582498693,-3.5265172588479676,2.0029982176241425,1.4815418208106703,7.05219390066641,-1.036984215553681,-2.1038397591233093,1.0117433914375045,0.4262948643460061,2.5944599137398945,2.241009290669299,-2.5013739578736702,-0.6764666139128475,4.838901977644427,-1.1381859528475602,-1.887342798409598,1.792937504799817,6.3656177391376385,-0.42410619500413627,-0.23066748391466121,2.9477221802635953,3.061104735929593,1.373003958967037,-0.2010220107085208,1.427183956140372,-0.5109774144227026,2.5984647281726927,3.4789509790720112,4.023281145310637,-4.260712861686416,2.2028597648007646,-2.904173127485002,-4.244786548197448,-0.6364962127294053,2.308569058964892,-1.7405593202782437,-2.4249731500551577,-0.9817473899242336,-1.1639019267993718,-0.9250310171886057,1.6558839378990442,8.133024056567765,-1.0492508163882683,2.528565953434585,-3.818245846497659,-1.1486485419829224,0.5027398491763404,0.7334772869234812,2.037577688217963,-0.4499208820395956,0.5351159214957716,-1.5746699432831526,-1.775278957398742,0.7795780837398845,1.4181116186339984,1.1177254228801374,-3.45125909709394,-3.876748022298977,0.7887189115682963,-2.482750921696343,3.674476466251327,2.042846564337119,-1.6707618887033406,0.8345294879291177,0.8758122318074433,-2.0603961904828387,3.4637591119212465,-2.1367070949044322,0.839335282720936,-0.14050268078160827,-0.38076198779256876,-1.6706521249680277,-1.270553221830349,1.7956792042140008,0.6839962384670686,-2.99135909302962,0.49717917946380136,-0.8479874545584035,-0.41839572510027384,-5.813397959030113,3.5614676880393965,3.698475805380064,-2.7224660787097026,1.0347419216440163,-1.8798010901947773,2.914851080891044,-0.8570458734859618,0.13704445646954433,-1.9045859721962257,-1.3267723565149159,4.414003927096334,-3.3474754696818705,0.08511028173765985,0.7129106251092454,-0.928790356984386,0.6738307219022843,0.8438652993754253,0.23547023103736092,-2.3798468982473913,-0.8801213220882218,1.3328283625133124,-2.826445478877123,-3.162653859345558,3.0027501450108045,1.4889023202662435,0.8541061086169027,0.9468455613844647,-1.4971264329531697,3.3801468159810195,-0.6180987131307102,-0.2800494258657194,-1.6522920159474945,2.204814386599162,-3.874623485081553,-2.2331688937957304
O00574,-12.415025599819058,-18.018541883534,6.407279522277811,3.7093275718183447,3.3246972470993006,-7.147748771641542,4.840794317222057,2.430340141010373,-1.6388011432341834,-3.7587703869688163,1.7249360210224383,-4.264800405253049,2.0210482608333318,-0.9152215752280426,-0.06309578289409405,6.805020769509928,1.612874958014424,4.578912781158529,-11.194934267257645,1.7396716334918343,2.798719148236856,3.9674087821114172,0.4786780004740732,3.390188756175557,7.535872606121736,-1.561533512254189,4.361711730517889,-7.368424254614477,-1.267530834422063,3.0531797539745322,-3.0971802632012313,0.03611125720834635,-0.28613992106286446,0.6615888496925559,-6.014378945542462,10.693431568265515,-1.8748136628124423,4.010029640795755,0.8506629655609449,-3.965744922045297,-5.5877335303447735,2.4070270992551257,6.26390636847137,5.490294786513507,-4.090486185815738,-2.0051973736208395,1.5100212207377022,3.777346425611395,-0.8947832863158324,-0.8461460178454533,-1.4611673338106537,-1.6099248204682772,1.4202264974092378,-3.529674928693276,-0.2257917455392317,-1.097773168640142,-1.9699124826551062,-2.1075134715174193,1.749039671763921,-2.3563664337832804,-0.015306606862053481,2.6129743084855708,-2.05575430879388,-6.619398820269326,4.420071476834802,-0.36725463989420737,0.21050139767701942,-3.2694294794301566,0.08991688511881352,-3.625491405513553,-0.035683627609645975,-0.1378245176269645,2.7809755614417155,4.422723876602718,1.0036965159819582,-2.1490015041580426,-4.852578426126007,4.4658248133403715,3.9334270247462357,-1.2053458372378145,-2.2176499181343505,5.2786141428222955,-0.4659576517274005,-1.011247128395913,0.8681809886437643,4.4057105407575445,-1.1350656018758924,0.7288298958429658,-4.733223287148964,-4.3540148318686365,0.9176583998817518,-4.00395086256897,3.484503683214433,-1.0865657813322611,-0.17570567227246991,-2.7215863561264317,-0.07293747036571266,3.120972896729847,2.496989655948727,-3.5490145708846934,-0.7784095610399955,0.3010521025783247,-0.4150565527597692,-4.194880047981447,-0.9948831153211336,0.1514394439730874,-4.621554537289143,0.9975963400677266,1.0441776153864755,-0.2628396764286133,-0.2583191060038683,2.5079777967187593,-0.5004864811277048,2.2354618894367126,-1.0864062734695175,-1.0872617289548245,2.6175967619529277,-0.8723020314459711,-2.999027002861303,-1.79160146755074,2.1409363596563664,-1.0756934780783585,-0.7686285404723692,-2.3239234524013135,1.9377083941638706,1.5139169540647284,1.1213735097946538,0.738501940308439
O00748,4.450483673573373,-5.297067775395447,2.641880140850533,-5.189891502454988,-0.6096426322037117,5.145324916547327,1.6712750742503257,-3.265297039777389,2.921954222275826,-6.126268295758807,3.952721412925847,6.009046103352218,-6.72509373008729,-6.8650273948045255,-1.7409132334461541,2.8637196978261086,2.809659519049674,-1.2920699649530523,-2.387069880110914,-0.9498265044119711,0.7526470144862177,3.193033990158682,3.9888817995385897,-0.32839711948054645,2.9583591964154694,-2.8773736094345126,-3.1220559832787704,1.3578332600890293,4.607267827220336,-0.24991137348359077,4.805339130024967,1.1630374644074895,4.025468553235063,-2.6057537280018166,0.7037202714060078,-0.7825111184631671,-1.2582072584542503,2.0549307565945347,1.1843335585997672,-2.435566490535091,-0.45131607100229937,1.3136678853071742,5.514687676031934,-1.184131464614231,-0.09233577471669327,-2.406460581396856,-1.682571143791109,-2.380436029657605,0.7777609334849973,2.853943138245231,-0.5841640237186162,4.590657982168715,2.397116802853361,-1.4304448411057817,-2.39576396561619,0.41064647127315873,0.09325919223205799,-0.6652747519203606,0.08560074565205819,2.0206952119145423,-0.1662416855328004,0.20868572316510914,-0.5130146790107903,-1.794833108330786,-0.2918317001462772,3.0496855240589102,-0.5926160033968862,1.063754905933346,-3.9831641869225063,1.594671782137348,-2.246881051088507,0.038799847302192145,-0.03432042445814116,0.16127046916444074,-5.04716657196183,1.947538578873931,-1.5675846853400859,-1.327650184284282,1.2391279373422728,-1.079947368927657,-2.2389590216351554,1.0393429345421135,1.8854377742664425,-0.41682815153146013,-0.3631443897823942,2.177449805066468,0.30058660091698486,5.98846932289163,1.854757132468998,-0.951836292605051,-0.9227016322346355,-0.06872385335263914,2.3086632852323596,1.8958052073635863,-0.5557613116577325,0.844742400505197,-1.9237909421875963,-1.1664222732879739,2.0684099200888393,-0.33290630360274387,-0.3526790174203023,-1.623084712345165,1.0540727604427578,4.255193743912896,0.1608748615155387,0.895806722092532,-1.7212168508020578,4.055554750038402,1.6074285541053603,2.213893047968161,-0.7878034382271504,-0.7117456875233419,0.5105285274156631,-0.1413735376452187,-4.63037352894804,-0.11333433624905953,-0.007527342547497414,2.90036028065904,3.32281826674127,1.5807864206537947,-2.3589779931175165,0.23851298942898846,0.6671838800833018,0.6454630870293844,0.4690944114002936,2.2258920073258577,1.584311447995764,-1.752118791138053
O14656,-14.485299642000458,-2.8275692375544557,0.7545206638958086,4.929727387446531,-4.196583004120802,7.961686660090469,6.693238581552767,-0.7973706588999573,2.8173454389176054,2.940060696907266,0.8653629228746174,-1.057956147536219,-11.201030929880337,-4.350847433812254,-9.024741845126119,3.0822020496231683,-3.3000460417976902,1.0411445573061724,-1.526136374805087,2.676375200644003,-6.66198345043116,-5.779474737873588,1.0946646545362326,3.105246948838057,-0.7147396985832605,5.804083718818641,-2.8877945038362327,0.805286689068386,5.232936999608496,-4.901604707760411,-1.259708098428023,0.45177690543922233,1.1946027597937796,-2.469764958615537,-7.196928561129756,4.1181331353796775,-6.250777307554799,-1.2608957687205382,2.2149416313875023,-1.6723480327536946,-3.2953475916107102,-6.720454006241503,4.640254633650506,7.2254771252364955,-3.7827638046046497,6.3580560444633765,0.39492101086450887,-3.9492210445045703,10.94352544352229,2.7262217251275556,5.070762365478843,-2.8480004896170743,0.04571067937430146,3.5542586032242536,-2.8747147761650984,-2.0605944503294262,1.02067022043741,-4.849634719376442,-2.393042031235735,-1.3423619505091904,0.6066966883219906,-4.524215395408358,1.592522210399489,2.727030834790598,5.207815024748143,-2.8608734170620838,4.964870439931043,4.324740817085146,-2.3697040863250063,0.6283001190525671,2.908302514897633,-2.473213666110413,-1.8826308853334306,1.808378969553574,0.7295204218352966,3.9120228339606826,-0.7442943938635364,3.0846287817763667,-3.340122265672504,3.6551485065998093,-1.5777431859135698,-5.142415815526502,0.8287090412430212,-0.3480782391736238,-3.3577639835203397,-1.3651952955504332,5.984434510811417,-0.8457991792339771,-0.2699630860420187,3.312287832580933,-2.341102294419491,-3.1515879867943766,2.574091321224897,-5.575588086684766,2.7750166910831116,0.9756600517430111,-1.3622707945832557,-2.734758690391778,-1.8070910660948136,-1.486283421220863,0.8360671460917588,-0.4155248245515308,-2.6201951801045467,1.353443445354898,-0.6904502840420486,2.9584334919436097,0.41411273291043343,-0.6854081353188163,3.0587173945587747,3.0450790589597925,0.5993119816539573,-2.6652830997654777,0.42309803314881556,2.3726636466528537,-1.7936867073336695,-0.383249757590683,0.6238840214225824,-0.19223452488432352,-0.7090587565567606,-1.4185062033588718,1.8910001617087446,1.8699408582254111,-2.8574364935292293,-1.4575377905009936,-1.1889260430936763,0.15885588098696732,-1.2245235270558892,1.0820131799594948
O14842,4.023663285428727,-23.561528856978647,18.145431024122665,-12.87090845234037,-6.018204568259666,2.1298790810080095,-5.054050101696474,8.449624249637862,-9.862486755388113,6.12135168098812,7.6922385922140375,3.897171606904734,1.0631257609804452,-11.34310556511745,-2.3792428259046505,-0.12818733985171454,9.803742591612092,0.20147787197193381,-3.1766576723460327,0.9728450867635124,-9.551460052200216,-3.1393586783394873,9.174133337420784,5.495156271484527,4.562887693349898,4.256878197266495,-5.766384477482845,4.1819413723953005,1.55278047515101,5.629722657646097,6.649603854149718,-4.636905237461908,-0.15991182210918692,-9.007737067716906,-7.373682846823545,8.127326199971405,-2.079827445144347,-0.1688878058466495,-2.403902024364299,0.07110097139633417,-6.879526336025361,5.254302486360492,-4.575496919371956,-1.9562299649861559,0.9115230358344911,12.458843315549487,1.6861032586184694,1.011165056707154,2.936403987558466,0.2236989108653376,-2.4617967747385716,2.2386403324446196,-1.3345579517401986,-7.041026345270947,-0.10591041767911297,1.837572968993237,-3.6410931559399735,0.008213179321262669,-2.2644640441094968,2.362842268116255,-1.046130426556714,1.3297508027226976,6.612437128012143,2.7523572524258344,-1.3445517518642025,-4.963957702238302,0.7376592809444799,-1.4933747355731795,3.939683733747087,-1.877250037043074,-0.09411593057947763,3.7001594696167146,-2.722345931861296,-1.583372744029223,5.130450516467308,-0.7681946194976877,3.08005902759985,-3.3357851749690686,-1.2106920574704165,-3.9247612210091254,0.9299474968932296,1.117827181793501,-1.1229907522782896,-0.5632894752337796,-4.267511844188808,2.3395032020032995,-4.431356407544467,-0.25229534763712463,0.7086978831342876,-1.340737537419166,0.4859279813714746,-1.1874951249585646,2.347055557840764,3.058181600794481,1.4632217007345063,-0.8259665070388723,-0.9858881798305681,-1.0557726555647897,0.3927158434341841,-0.7366721972112733,3.1465819396659143,3.739740669501357,1.9176317804077025,-1.4159183324624212,-1.0218504602373457,-0.7353014479536535,-1.2509489429807803,-1.1429281742230566,0.7997795681090026,0.27521423490223795,-0.015880914800249335,-1.5755697248817888,2.809416539849907,-2.2046768781592965,-1.4805721479421978,-2.185384837561461,-2.1792035252297306,-0.6013093214198952,0.6071066518283832,2.5959520722821097,-3.218811312465695,0.26716033270035583,-0.4320887295677501,1.8389369306177037,-1.7301033370375303,-1.354768431026802,-0.5653898253650902,-0.40718606779646754
O15164,21.77284599848567,0.35412295210321487,-4.876509090297366,7.171174382844562,2.110755657589514,-1.0346730446506838,3.94818329669854,-4.969139619888969,-0.4618781302144656,0.19565656929555322,-8.389305683543082,-1.025740840988684,-0.619005673063387,-1.345005527747748,2.4141831806550402,-5.246467155131376,-0.45161891858193437,-0.5326766242945441,0.019593074893248557,2.841843145737245,1.6065006676263878,4.070927934993545,-1.0297388525750373,1.048372736604915,2.7451066205363266,-4.181368615160185,-5.581126626512698,1.181040175110873,-1.543743385051432,-3.5946742390263666,-1.6977354793223651,-2.5545112617238317,2.311111412163666,2.9876080229314055,0.6418551907163258,-2.6896887075125004,-3.527130703373408,1.9191477343379295,-0.7096016280341012,2.198645392122102,-2.355073822314654,-2.382305802775127,3.5413007981915827,0.015125378325588055,-0.7563396743434473,2.032941783599544,0.3913939513075359,-1.1240861988468973,0.575323935164537,-0.6870426105004273,-0.7608089724244226,0.8367392669884933,0.705569314412322,-1.8403252699393873,-2.4918969032598373,-2.5475036919992173,1.1210826125543685,-1.5505361819448809,1.148857490128942,-2.8390509679260374,1.2121653041843745,-0.943321309024095,-2.7198968178911413,3.108451073844859,-2.9421866621177117,1.2472445858561538,0.6322142292275376,-1.312781481486056,-0.6323188610851641,1.2793895540815703,0.40743855179946076,1.8940035060303089,-0.8480638771479819,-0.13143407634339332,-1.7649582760179239,0.6976083688776494,-0.78922320165266,1.288617672240039,0.5236685088832262,0.019757996437667163,-0.06905410129052413,1.6737827902536657,2.492727705655216,-0.9552648934867601,-0.21433015412807047,1.0109149148463767,0.1947198256828164,-3.069585709954146,2.4753841464667143,0.3376439822858026,0.08571979154881151,-0.2060910706325538,-0.5907429070468997,0.5168821498768847,1.4696874886177327,-3.0446244722975853,-2.7880153211929755,1.5824616959810347,2.0691953228691475,0.6669221222565999,0.5722010176177761,2.1985034925685176,1.9097936150976758,1.7818905244531977,0.3897952861892902,1.0047135863226009,-0.3009008973595578,0.9874455157530927,0.7663261562106054,0.3593003201497447,0.1387982890029349,-1.4226187567455801,-2.4750317525034924,-1.0898574170793436,1.5159985056090315,-2.27533686188308,0.40010060083038396,-3.209395274281677,-1.271685287381871,0.3975787446942257,0.01217716819954712,0.21102240757221033,-1.428206858419952,-1.8492953312466793,1.8043396837864398,-1.285492467293166,-3.973145431262366,0.14795127383699502
O15296,-1.3081780841368436,-3.037562163223127,-1.7965373251329295,-4.276962623790068,-3.6440272951570427,-3.2326998707152796,-0.21266813519502206,-3.46068545185555,-4.403706288357435,0.4280388157412127,0.23808574747415556,0.4476942579934831,-0.3076448469620893,-2.8102219294084785,3.158781580235705,-0.7917277993893586,-5.226712431063354,-0.21969040161552525,0.6881075075829837,-2.676335951833521,1.6170329706558986,-4.2369670045946055,1.4155346977926597,1.36921816741533,-0.5300697855212408,-0.3673729270288734,-0.4720178577782507,-1.2656488830853698,1.2476333700547486,-1.3781191305197205,-1.5246800965288898,0.28142170083001367,0.05462202372088483,3.4570779660343067,1.0939811660178704,-1.035534814435392,-2.850460996761035,-1.2453885911606237,-0.646876602495322,-0.4364806991233408,-0.42597287147651913,-0.19607873504482684,-1.0618099963198027,0.33612838216300817,-0.4270004022820136,-0.9683854449700234,3.7057151508039303,0.13986696127267376,-0.49734922916693763,1.078038446266164,-0.0905762213166891,-1.4772326677885677,1.6430584546843783,-2.581274614702982,-1.8614469963068265,0.3614437881776006,-0.9673242044247775,1.5730914231275708,-0.2265703033609182,0.11638172740797975,0.8348214366841041,2.980531652024486,-0.8634524221765865,1.4511736440392302,-1.7050979760378788,-0.695982431294547,0.10817257757486816,1.4505660549206718,0.0611642259868153,0.022245152541141094,-1.6179524489789034,1.7915457830367556,-2.398748579216527,0.06572149527272063,1.1047794842521221,-0.00504292183549389,0.9137977253477553,-2.610988506723041,-1.5471497783405144,2.503325833776002,0.6722056718794306,-1.8545506028396066,1.494398903490981,0.6944314342184192,0.4188582649997275,-1.2486199835744616,-1.2597239070788717,-0.015396343651866108,1.6942065127564365,-1.8477800022827198,0.803606399118482,-1.4290672447957988,1.1780051628573505,-0.12460867050713474,-0.2926290259581133,1.5288992369304621,-2.9949393370471635,1.1067701473627842,0.15133913782864755,-0.2184273584237186,-1.583475362637679,-1.7961991743312475,0.6088289980527412,3.3990299323377924,5.319328350613806,-0.46134513490063667,-1.3692689666843745,1.0927475183497448,0.28121199443684164,-3.221840865589322,-1.5952408006405738,-3.084084043177157,0.24860571791352026,1.1030840615848194,-0.7474968887456717,-2.3388029151986927,-0.7876804505934196,-0.5230159347394936,0.9146715660849812,-0.34627584151638513,3.7529015114292754,0.16410940207782354,-1.674424495097256,-1.606076601811745,-1.0276702632233223,-1.7926284418960763,-0.6863081589891056,-0.3468989678149999
O15379,-10.523397652202235,0.2929649416450454,2.4443348251722363,2.6834227317547943,-3.3326263799304074,-0.7525364927805432,0.3222982005492431,-1.8184717367064218,-5.073507061352379,-3.2244624201618666,-7.861090986716784,1.0160904047856267,-7.316137802930655,-3.7766175525007575,-3.006924213201434,-3.6719024265913336,-3.0368747066590895,9.11236600134429,0.13204653837207914,0.3857091404700244,-2.3194393762485928,0.0430147424640942,-5.965767774346753,8.146732256282336,-1.401834480385041,3.8549370088305768,7.8616705359271535,0.47196072326026006,0.5109023306981139,-2.2811011021198957,-1.1805494583130196,8.920894965062919,7.023448001219915,1.5477926803895528,2.323759844001952,1.0766283156017047,-3.086717340073313,9.028145317221007,-1.0525181341617373,-7.963294182986668,2.8358717198404046,-4.604751078940778,-0.7161887176418357,3.4248015775633336,-0.24186089540775615,-4.898942825769683,-1.639147800531987,-0.29485197208584635,-1.401965451498008,0.6650938386612917,6.121787655916928,1.0596949797350275,-7.638406667966272,-2.2320964404537165,1.3310119833242475,1.4305519418733625,-1.8782664833605676,0.18062764390963673,-1.7392086317388915,5.248778721155781,-5.588722143973463,0.14123007336455695,5.19698189533585,-4.810624879632237,-4.542607840612907,-2.175580156042852,-3.7498446266586622,0.6046842516429376,-3.276048466116294,2.303465614419165,1.9602895700178524,-0.8911918514433921,4.743738969045096,-1.9024084224104307,3.904141223280655,-1.1978013874909332,-0.8996912417093178,0.45078717814207664,-3.1573787460377614,-1.3590904943183424,0.6826720534911139,3.9798220338581514,1.5235446774468173,-2.1034991323351795,0.10377122702174231,1.4575026880771573,1.1044061444110045,0.7265924663508738,0.6367707219194534,-2.4140884160551948,0.0944162043895741,3.0793627066707954,0.9705807003858531,-3.354417507372067,1.3888123541723947,-1.3136333216035543,-2.3171451880066107,-0.6512116323504051,-0.8154493189813186,-2.9493440671147466,-2.2293975944075433,2.8652771112949496,0.024243747886623923,3.252253718295273,-1.3583025417847685,-1.4086102746331155,-3.6816058806868126,-2.6712637433602335,-4.2915682427988715,0.29097292048809537,-2.0130455887218623,-0.5622879571479151,-0.20493636374188737,-0.016996172292992755,-2.876977510186724,3.4362813982637177,-1.7710655140013376,-0.12052832242697789,1.5156458523317238,2.5402848863173757,-2.4918861473653235,-1.1141618769180541,0.023713614516352937,-1.4874009606546024,1.2704092127250441,-1.5630848060972202,-1.4486275339755668,1.0055052271015008
O43570,-4.473091017237231,-2.1210689816408053,0.3991464743099518,-10.12057896104854,1.2966859732199854,-1.7304774004356527,2.420728018315858,2.542508403421939,6.396059181186825,-2.0888898672557326,-2.857769349091399,4.976306725563223,2.4330203043644376,2.240191040878835,0.5309641367300049,-0.8968947697039626,-0.22162937399574656,-0.2347237177865486,-0.04555459138891662,1.1411296170348795,3.216086211120647,0.38597731461595763,6.491621681283673,7.208069964591014,-2.2813298301872638,-3.8306780226981694,-3.234888215862251,-0.3471953927257586,1.4916027325388845,1.1528851275445906,-4.5257250354990735,2.1297885830641787,-4.478929337934114,0.7441204058326654,-0.3939814374823124,3.28638547694288,-3.9310714972560015,3.3721074295677633,-5.514888777299475,9.856951537658029,-0.1252651324996809,-0.8418324852148207,-3.328897875399677,1.1535160596128045,0.5118411483504574,-2.7000881011412248,0.49556754251758756,0.5762887896278093,-1.0961562426142457,-0.08722407471893377,-1.7190034666483647,-2.7031401299455093,2.055191623566395,1.1930229432324388,-0.8626560556736383,-0.6647540610202971,4.0763925886211245,-3.2381624542665013,0.6763312349320844,-0.7997468299926213,1.1663415334759266,-1.6813952769530465,3.1195033167447552,8.725650726796722,-3.756120971109523,2.1443209082161636,1.0838531338090724,5.430341686755329,-2.556786638319312,-0.9579928403143522,5.637667097646906,1.392309127404739,-1.5768551007661364,1.9060168591557143,0.23936454764631387,-4.3599011747746,2.7969039623473044,1.0446443690950515,0.019171684953516174,-1.5438100373617072,4.160069944376162,-1.539318091925288,-2.398160136941842,1.401327585776481,-2.981061177807917,0.34721239392405956,-1.135600570469384,4.425804044890263,-2.1528160470770663,2.5965807813375297,-1.3056885856462983,0.6474047371306832,-0.9457025148956351,3.495114396385896,2.2379610166804995,0.4240548807670063,-1.8037708222080207,-1.0573401825994242,0.22710270353245404,-0.6235562945256814,-2.7160501386686056,-0.9898694187422492,-2.185462042385137,0.8861796402226477,-2.057838161681924,-2.131961477964866,0.1409379434413329,-3.063179574924661,-3.041603343732319,-0.6069378302863363,-2.140085326581326,1.9134676670797315,-0.8858105579571494,-2.780900524285328,3.061896525711377,1.262679892684464,-3.062057254172482,-1.83025545887244,-0.5194009107339519,-3.87987874846603,-1.0815193705503177,-1.1562081888566207,0.8755080173612056,-1.3488189493178913,0.04402182362905848,0.6198469236270395,0.8986582474027337,-1.8209879195227392
O60603,-7.487484083372934,-3.9075223405847788,-9.61011461879331,1.2150049189015697,8.984565251494292,2.485275215773297,3.1481465189436753,-0.015595528628081301,1.647477211916412,-1.5266609659169805,-3.6241467394111107,2.7299447551876095,-0.828614561605056,-0.7149593357843957,-0.9581940261226498,-1.3474391539848751,-0.7541768149647022,0.3121358141408788,-2.888558082931811,-2.3346142921855,-4.158742386965092,2.821169029270249,-0.5659549813028454,3.9015058009202286,-0.26120564695251575,-1.0360640431903723,-2.970408300982084,-7.502610834029293,-0.8304041612801581,2.324982103975751,-3.326551604456765,2.4564647988795514,0.39587040066062107,1.2315363757661353,-4.11682432534155,0.9088937598384402,1.9316067520168305,-2.079973339781083,3.0060663225996995,0.3481032073812254,0.26341308987317724,-0.7053412845072559,4.934948862196429,-2.8027269142687987,1.4795286129132212,0.2431777498676645,-2.299444547746967,-0.5284419409592418,1.1616948196006984,3.538208105918721,-2.2246473472681165,-2.0052059518391974,0.561748099906069,4.944199878460035,-2.2803378275917603,-1.4472190949453934,1.754177368509829,3.6858480068473316,0.858106689379533,0.15431551206166344,0.26934704775233276,-1.8496371787203096,2.3495534812406986,1.6506640627692502,2.3865214619392625,-0.6317033964053435,2.2490985632739697,-2.3281392377469947,0.8450046846920362,0.8230642411539543,-0.7794233948211462,-1.2491547649954482,-0.6846803584732627,1.0921486189167424,0.32404457787703667,3.119621483768527,-0.6339166282101177,-2.3413048643660246,2.379094399445325,-0.08365640485738475,2.110764917111473,0.10116906207879908,-5.793014577230718,-2.4956797605213787,0.5874243352067844,-0.06937885450266823,3.016563759407608,-3.9415740020398586,-0.6516802964618128,0.5382088162438469,2.958557151124208,0.7607320423172319,-0.6242765455746998,-1.3633400286942554,2.609762006804607,-1.432973344211397,-0.022210442818944888,0.5761649152964785,1.5242591072843639,0.17231711599047003,-3.098174945509463,-0.4348723914317923,-0.7863056964030849,0.0525305937518623,2.528401878481266,-4.285183967554453,1.4077707290139432,-1.201475506656636,-3.150119690285653,-0.2688326296146914,-0.43521113906208825,-3.040196561240875,3.358780712964549,-3.002568687367817,-1.8372231129654997,-1.4545405026563476,2.239867517782016,5.421109933634168,-2.9326811871711636,1.5478474003534917,-0.06711620675388588,-0.43087702435316805,1.6968902387611715,1.9539651759699184,3.490045300199823,1.4163631012611693,0.935688527694315,1.2635603383846639
